die,type,value,kind,system,ata_folder,map_source,probe_card,recipe,lot_id,wafer_id,total_dies,dies_tested,dies_passed,dies_failed,timestamp,step,mode,unit,die_id,switch,set_voltage,voltage,connection,instrument,row,col,status
R1C10  (X10 Y1),voltage,-1.54875e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:42,Kelvin Voltage (DMM),measure,V,01J,,,,2F01_4E12,DMM,1,10,
R1C11  (X11 Y1),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:44,Force Current,apply,A,01K,,,0.1561724,4A11_2B02,SMU,1,11,
R1C11  (X11 Y1),resistance,15.6174,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:44,Kelvin Resistance,measure,ohm,01K,,,,4A11_2B02,SMU,1,11,
R1C11  (X11 Y1),voltage,-1.51541e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:44,Kelvin Voltage (DMM),measure,V,01K,,,,2F01_4E12,DMM,1,11,
R1C12  (X12 Y1),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:46,Force Current,apply,A,01L,,,0.1566667,4A11_2B02,SMU,1,12,
R1C12  (X12 Y1),resistance,15.6669,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:46,Kelvin Resistance,measure,ohm,01L,,,,4A11_2B02,SMU,1,12,
R1C12  (X12 Y1),voltage,-1.5442e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:46,Kelvin Voltage (DMM),measure,V,01L,,,,2F01_4E12,DMM,1,12,
R2C6  (X6 Y2),current,0.00999981,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:49,Force Current,apply,A,02F,,,0.1563339,4A11_2B02,SMU,2,6,
R2C6  (X6 Y2),resistance,15.6336,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:49,Kelvin Resistance,measure,ohm,02F,,,,4A11_2B02,SMU,2,6,
R2C6  (X6 Y2),voltage,-1.40805e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:49,Kelvin Voltage (DMM),measure,V,02F,,,,2F01_4E12,DMM,2,6,
R2C7  (X7 Y2),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:51,Force Current,apply,A,02G,,,0.1630014,4A11_2B02,SMU,2,7,
R2C7  (X7 Y2),resistance,16.3001,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:51,Kelvin Resistance,measure,ohm,02G,,,,4A11_2B02,SMU,2,7,
R2C7  (X7 Y2),voltage,-1.60673e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:51,Kelvin Voltage (DMM),measure,V,02G,,,,2F01_4E12,DMM,2,7,
R2C8  (X8 Y2),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:53,Force Current,apply,A,02H,,,0.1598751,4A11_2B02,SMU,2,8,
R2C8  (X8 Y2),resistance,15.9876,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:53,Kelvin Resistance,measure,ohm,02H,,,,4A11_2B02,SMU,2,8,
R2C8  (X8 Y2),voltage,-1.63525e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:53,Kelvin Voltage (DMM),measure,V,02H,,,,2F01_4E12,DMM,2,8,
R2C9  (X9 Y2),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:55,Force Current,apply,A,02I,,,0.1635087,4A11_2B02,SMU,2,9,
R2C9  (X9 Y2),resistance,16.3513,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:55,Kelvin Resistance,measure,ohm,02I,,,,4A11_2B02,SMU,2,9,
R2C9  (X9 Y2),voltage,-1.6823e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:55,Kelvin Voltage (DMM),measure,V,02I,,,,2F01_4E12,DMM,2,9,
R2C10  (X10 Y2),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:58,Force Current,apply,A,02J,,,0.1676163,4A11_2B02,SMU,2,10,
R2C10  (X10 Y2),resistance,16.7619,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:58,Kelvin Resistance,measure,ohm,02J,,,,4A11_2B02,SMU,2,10,
R2C10  (X10 Y2),voltage,-1.82353e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:50:58,Kelvin Voltage (DMM),measure,V,02J,,,,2F01_4E12,DMM,2,10,
R2C11  (X11 Y2),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:00,Force Current,apply,A,02K,,,0.161498,4A11_2B02,SMU,2,11,
R2C11  (X11 Y2),resistance,16.15,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:00,Kelvin Resistance,measure,ohm,02K,,,,4A11_2B02,SMU,2,11,
R2C11  (X11 Y2),voltage,-1.67844e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:00,Kelvin Voltage (DMM),measure,V,02K,,,,2F01_4E12,DMM,2,11,
R2C12  (X12 Y2),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:02,Force Current,apply,A,02L,,,0.1572592,4A11_2B02,SMU,2,12,
R2C12  (X12 Y2),resistance,15.7259,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:02,Kelvin Resistance,measure,ohm,02L,,,,4A11_2B02,SMU,2,12,
R2C12  (X12 Y2),voltage,-1.52139e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:02,Kelvin Voltage (DMM),measure,V,02L,,,,2F01_4E12,DMM,2,12,
R2C13  (X13 Y2),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:04,Force Current,apply,A,02M,,,0.157433,4A11_2B02,SMU,2,13,
R2C13  (X13 Y2),resistance,15.7435,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:04,Kelvin Resistance,measure,ohm,02M,,,,4A11_2B02,SMU,2,13,
R2C13  (X13 Y2),voltage,-1.53479e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:04,Kelvin Voltage (DMM),measure,V,02M,,,,2F01_4E12,DMM,2,13,
R3C5  (X5 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:07,Force Current,apply,A,03E,,,0.1561711,4A11_2B02,SMU,3,5,
R3C5  (X5 Y3),resistance,15.617,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:07,Kelvin Resistance,measure,ohm,03E,,,,4A11_2B02,SMU,3,5,
R3C5  (X5 Y3),voltage,-1.48408e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:07,Kelvin Voltage (DMM),measure,V,03E,,,,2F01_4E12,DMM,3,5,
R3C6  (X6 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:09,Force Current,apply,A,03F,,,0.1601294,4A11_2B02,SMU,3,6,
R3C6  (X6 Y3),resistance,16.0123,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:09,Kelvin Resistance,measure,ohm,03F,,,,4A11_2B02,SMU,3,6,
R3C6  (X6 Y3),voltage,-1.56168e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:09,Kelvin Voltage (DMM),measure,V,03F,,,,2F01_4E12,DMM,3,6,
R3C7  (X7 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:11,Force Current,apply,A,03G,,,0.1628057,4A11_2B02,SMU,3,7,
R3C7  (X7 Y3),resistance,16.2806,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:11,Kelvin Resistance,measure,ohm,03G,,,,4A11_2B02,SMU,3,7,
R3C7  (X7 Y3),voltage,-1.70603e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:11,Kelvin Voltage (DMM),measure,V,03G,,,,2F01_4E12,DMM,3,7,
R3C8  (X8 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:14,Force Current,apply,A,03H,,,0.1623074,4A11_2B02,SMU,3,8,
R3C8  (X8 Y3),resistance,16.2308,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:14,Kelvin Resistance,measure,ohm,03H,,,,4A11_2B02,SMU,3,8,
R3C8  (X8 Y3),voltage,-1.60311e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:14,Kelvin Voltage (DMM),measure,V,03H,,,,2F01_4E12,DMM,3,8,
R3C9  (X9 Y3),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:16,Force Current,apply,A,03I,,,0.1729229,4A11_2B02,SMU,3,9,
R3C9  (X9 Y3),resistance,17.2923,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:16,Kelvin Resistance,measure,ohm,03I,,,,4A11_2B02,SMU,3,9,
R3C9  (X9 Y3),voltage,-1.98041e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:16,Kelvin Voltage (DMM),measure,V,03I,,,,2F01_4E12,DMM,3,9,
R3C10  (X10 Y3),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:18,Force Current,apply,A,03J,,,0.1691393,4A11_2B02,SMU,3,10,
R3C10  (X10 Y3),resistance,16.9139,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:18,Kelvin Resistance,measure,ohm,03J,,,,4A11_2B02,SMU,3,10,
R3C10  (X10 Y3),voltage,-1.87743e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:18,Kelvin Voltage (DMM),measure,V,03J,,,,2F01_4E12,DMM,3,10,
R3C11  (X11 Y3),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:20,Force Current,apply,A,03K,,,0.1622947,4A11_2B02,SMU,3,11,
R3C11  (X11 Y3),resistance,16.2293,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:20,Kelvin Resistance,measure,ohm,03K,,,,4A11_2B02,SMU,3,11,
R3C11  (X11 Y3),voltage,-1.67613e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:20,Kelvin Voltage (DMM),measure,V,03K,,,,2F01_4E12,DMM,3,11,
R3C12  (X12 Y3),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:23,Force Current,apply,A,03L,,,0.1584924,4A11_2B02,SMU,3,12,
R3C12  (X12 Y3),resistance,15.8491,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:23,Kelvin Resistance,measure,ohm,03L,,,,4A11_2B02,SMU,3,12,
R3C12  (X12 Y3),voltage,-1.62801e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:23,Kelvin Voltage (DMM),measure,V,03L,,,,2F01_4E12,DMM,3,12,
R3C13  (X13 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:25,Force Current,apply,A,03M,,,0.1609282,4A11_2B02,SMU,3,13,
R3C13  (X13 Y3),resistance,16.0931,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:25,Kelvin Resistance,measure,ohm,03M,,,,4A11_2B02,SMU,3,13,
R3C13  (X13 Y3),voltage,-1.64756e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:25,Kelvin Voltage (DMM),measure,V,03M,,,,2F01_4E12,DMM,3,13,
R3C14  (X14 Y3),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:27,Force Current,apply,A,03N,,,0.1573399,4A11_2B02,SMU,3,14,
R3C14  (X14 Y3),resistance,15.7339,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:27,Kelvin Resistance,measure,ohm,03N,,,,4A11_2B02,SMU,3,14,
R3C14  (X14 Y3),voltage,-1.50885e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:27,Kelvin Voltage (DMM),measure,V,03N,,,,2F01_4E12,DMM,3,14,
R4C4  (X4 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:30,Force Current,apply,A,04D,,,0.1549643,4A11_2B02,SMU,4,4,
R4C4  (X4 Y4),resistance,15.4967,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:30,Kelvin Resistance,measure,ohm,04D,,,,4A11_2B02,SMU,4,4,
R4C4  (X4 Y4),voltage,-1.41896e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:30,Kelvin Voltage (DMM),measure,V,04D,,,,2F01_4E12,DMM,4,4,
R4C5  (X5 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:32,Force Current,apply,A,04E,,,0.1572244,4A11_2B02,SMU,4,5,
R4C5  (X5 Y4),resistance,15.7227,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:32,Kelvin Resistance,measure,ohm,04E,,,,4A11_2B02,SMU,4,5,
R4C5  (X5 Y4),voltage,-1.47895e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:32,Kelvin Voltage (DMM),measure,V,04E,,,,2F01_4E12,DMM,4,5,
R4C6  (X6 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:34,Force Current,apply,A,04F,,,0.1614895,4A11_2B02,SMU,4,6,
R4C6  (X6 Y4),resistance,16.1492,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:34,Kelvin Resistance,measure,ohm,04F,,,,4A11_2B02,SMU,4,6,
R4C6  (X6 Y4),voltage,-1.66666e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:34,Kelvin Voltage (DMM),measure,V,04F,,,,2F01_4E12,DMM,4,6,
R4C7  (X7 Y4),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:37,Force Current,apply,A,04G,,,0.1667466,4A11_2B02,SMU,4,7,
R4C7  (X7 Y4),resistance,16.6751,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:37,Kelvin Resistance,measure,ohm,04G,,,,4A11_2B02,SMU,4,7,
R4C7  (X7 Y4),voltage,-1.8402e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:37,Kelvin Voltage (DMM),measure,V,04G,,,,2F01_4E12,DMM,4,7,
R4C8  (X8 Y4),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:39,Force Current,apply,A,04H,,,0.1658625,4A11_2B02,SMU,4,8,
R4C8  (X8 Y4),resistance,16.5861,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:39,Kelvin Resistance,measure,ohm,04H,,,,4A11_2B02,SMU,4,8,
R4C8  (X8 Y4),voltage,-1.83195e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:39,Kelvin Voltage (DMM),measure,V,04H,,,,2F01_4E12,DMM,4,8,
R4C9  (X9 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:41,Force Current,apply,A,04I,,,0.1710691,4A11_2B02,SMU,4,9,
R4C9  (X9 Y4),resistance,17.1092,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:41,Kelvin Resistance,measure,ohm,04I,,,,4A11_2B02,SMU,4,9,
R4C9  (X9 Y4),voltage,-1.99938e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:41,Kelvin Voltage (DMM),measure,V,04I,,,,2F01_4E12,DMM,4,9,
R4C10  (X10 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:43,Force Current,apply,A,04J,,,0.1661592,4A11_2B02,SMU,4,10,
R4C10  (X10 Y4),resistance,16.6161,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:43,Kelvin Resistance,measure,ohm,04J,,,,4A11_2B02,SMU,4,10,
R4C10  (X10 Y4),voltage,-1.84527e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:43,Kelvin Voltage (DMM),measure,V,04J,,,,2F01_4E12,DMM,4,10,
R4C11  (X11 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:46,Force Current,apply,A,04K,,,0.167448,4A11_2B02,SMU,4,11,
R4C11  (X11 Y4),resistance,16.7448,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:46,Kelvin Resistance,measure,ohm,04K,,,,4A11_2B02,SMU,4,11,
R4C11  (X11 Y4),voltage,-1.88506e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:46,Kelvin Voltage (DMM),measure,V,04K,,,,2F01_4E12,DMM,4,11,
R4C12  (X12 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:48,Force Current,apply,A,04L,,,0.1687877,4A11_2B02,SMU,4,12,
R4C12  (X12 Y4),resistance,16.8781,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:48,Kelvin Resistance,measure,ohm,04L,,,,4A11_2B02,SMU,4,12,
R4C12  (X12 Y4),voltage,-1.96022e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:48,Kelvin Voltage (DMM),measure,V,04L,,,,2F01_4E12,DMM,4,12,
R4C13  (X13 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:50,Force Current,apply,A,04M,,,0.162914,4A11_2B02,SMU,4,13,
R4C13  (X13 Y4),resistance,16.2915,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:50,Kelvin Resistance,measure,ohm,04M,,,,4A11_2B02,SMU,4,13,
R4C13  (X13 Y4),voltage,-1.78766e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:50,Kelvin Voltage (DMM),measure,V,04M,,,,2F01_4E12,DMM,4,13,
R4C14  (X14 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:53,Force Current,apply,A,04N,,,0.1595293,4A11_2B02,SMU,4,14,
R4C14  (X14 Y4),resistance,15.9529,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:53,Kelvin Resistance,measure,ohm,04N,,,,4A11_2B02,SMU,4,14,
R4C14  (X14 Y4),voltage,-1.6556e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:53,Kelvin Voltage (DMM),measure,V,04N,,,,2F01_4E12,DMM,4,14,
R4C15  (X15 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:55,Force Current,apply,A,04O,,,0.159132,4A11_2B02,SMU,4,15,
R4C15  (X15 Y4),resistance,15.9127,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:55,Kelvin Resistance,measure,ohm,04O,,,,4A11_2B02,SMU,4,15,
R4C15  (X15 Y4),voltage,-1.61905e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:55,Kelvin Voltage (DMM),measure,V,04O,,,,2F01_4E12,DMM,4,15,
R5C3  (X3 Y5),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-02 16:02:36,Force Current,apply,A,05C,,,0.1558278,4A11_2B02,SMU,5,3,
R5C3  (X3 Y5),resistance,15.5826,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-02 16:02:36,Kelvin Resistance,measure,ohm,05C,,,,4A11_2B02,SMU,5,3,
R5C3  (X3 Y5),voltage,-2.30846e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-02 16:02:36,Kelvin Voltage (DMM),measure,V,05C,,,,2F01_4E12,DMM,5,3,
R5C4  (X4 Y5),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:58,Force Current,apply,A,05D,,,0.1559188,4A11_2B02,SMU,5,4,
R5C4  (X4 Y5),resistance,15.592,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:58,Kelvin Resistance,measure,ohm,05D,,,,4A11_2B02,SMU,5,4,
R5C4  (X4 Y5),voltage,-1.50335e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:51:58,Kelvin Voltage (DMM),measure,V,05D,,,,2F01_4E12,DMM,5,4,
R5C5  (X5 Y5),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:52:00,Force Current,apply,A,05E,,,0.1592328,4A11_2B02,SMU,5,5,
R5C5  (X5 Y5),resistance,15.9234,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:52:00,Kelvin Resistance,measure,ohm,05E,,,,4A11_2B02,SMU,5,5,
R5C5  (X5 Y5),voltage,-1.6212e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:52:00,Kelvin Voltage (DMM),measure,V,05E,,,,2F01_4E12,DMM,5,5,
R5C6  (X6 Y5),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:52:02,Force Current,apply,A,05F,,,0.1634928,4A11_2B02,SMU,5,6,
R5C6  (X6 Y5),resistance,16.3498,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:52:02,Kelvin Resistance,measure,ohm,05F,,,,4A11_2B02,SMU,5,6,
R5C6  (X6 Y5),voltage,-1.73109e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:52:02,Kelvin Voltage (DMM),measure,V,05F,,,,2F01_4E12,DMM,5,6,
R5C7  (X7 Y5),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:52:04,Force Current,apply,A,05G,,,0.1658683,4A11_2B02,SMU,5,7,
R5C7  (X7 Y5),resistance,16.5867,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:52:04,Kelvin Resistance,measure,ohm,05G,,,,4A11_2B02,SMU,5,7,
R5C7  (X7 Y5),voltage,-1.85146e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:52:04,Kelvin Voltage (DMM),measure,V,05G,,,,2F01_4E12,DMM,5,7,
R5C8  (X8 Y5),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:52:07,Force Current,apply,A,05H,,,0.1693089,4A11_2B02,SMU,5,8,
